"sim","seed","cell","pstar","errored","error_msg","declared","max_pcons","n_rows_out_sg","n_candidates_total","n_passed","sg.def","n","n_treated","events","event_rate","settings_ok","settings_bad","effect_measure","warnings","seconds"
57,8317008,2,0.5,FALSE,NA,1,0.92,9,70,9,"{er <= 17} & !{er <= 9}",686,246,303,0.441690962099125,TRUE,"","NULL","",5.993
58,8317009,2,0.5,FALSE,NA,1,0.99,121,319,121,"{size <= 25} & {pgr <= 8}",686,246,266,0.387755102040816,TRUE,"","NULL","",8.958
59,8317010,2,0.5,FALSE,NA,1,0.96,106,345,106,"!{age <= 53} & !{pgr <= 26}",686,246,304,0.443148688046647,TRUE,"","NULL","",7.8
60,8317011,2,0.5,FALSE,NA,1,1,26,83,26,"!{meno} & {pgr <= 45}",686,246,321,0.467930029154519,TRUE,"","NULL","",3.806
61,8317012,2,0.5,FALSE,NA,1,0.6,3,21,3,"!{nodes <= 7} & !{er <= 30}",686,246,307,0.447521865889213,TRUE,"","NULL","",5.514
62,8317013,2,0.5,FALSE,NA,1,0.93,31,88,31,"!{er <= 70} & !{size <= 25}",686,246,277,0.403790087463557,TRUE,"","NULL","",5.592
63,8317014,2,0.5,FALSE,NA,1,0.86,6,40,6,"{age <= 46} & !{size <= 20}",686,246,298,0.434402332361516,TRUE,"","NULL","",5.145
64,8317015,2,0.5,FALSE,NA,1,0.76,4,49,4,"!{er <= 17} & !{size <= 35}",686,246,292,0.425655976676385,TRUE,"","NULL","",4.735
65,8317016,2,0.5,FALSE,NA,1,0.96,78,203,78,"!{age <= 61} & !{pgr <= 26}",686,246,285,0.415451895043732,TRUE,"","NULL","",8.53
66,8317017,2,0.5,FALSE,NA,1,0.81,16,69,16,"!{er <= 100} & {size <= 29}",686,246,297,0.432944606413994,TRUE,"","NULL","",5.388
67,8317018,2,0.5,FALSE,NA,1,0.88,25,91,25,"!{er <= 44} & {er <= 100}",686,246,306,0.446064139941691,TRUE,"","NULL","",5.551
68,8317019,2,0.5,FALSE,NA,1,0.99,5,42,5,"!{pgr <= 45} & {pgr <= 77}",686,246,321,0.467930029154519,TRUE,"","NULL","",4.084
69,8317020,2,0.5,FALSE,NA,1,0.97,17,83,17,"{grade3} & !{er <= 9}",686,246,322,0.469387755102041,TRUE,"","NULL","",6.479
70,8317021,2,0.5,FALSE,NA,1,0.96,30,119,30,"!{pgr <= 77} & {er <= 100}",686,246,295,0.43002915451895,TRUE,"","NULL","",5.794
71,8317022,2,0.5,FALSE,NA,1,0.68,6,45,6,"!{nodes <= 5} & {er <= 44}",686,246,310,0.451895043731778,TRUE,"","NULL","",4.811
72,8317023,2,0.5,FALSE,NA,1,0.95,8,46,8,"{size <= 29} & {age <= 46}",686,246,305,0.444606413994169,TRUE,"","NULL","",4.625
73,8317024,2,0.5,FALSE,NA,1,0.83,16,79,16,"{nodes <= 7} & !{pgr <= 114}",686,246,297,0.432944606413994,TRUE,"","NULL","",6.518
74,8317025,2,0.5,FALSE,NA,1,0.95,36,143,36,"!{pgr <= 2} & {pgr <= 8}",686,246,329,0.479591836734694,TRUE,"","NULL","",6.391
75,8317026,2,0.5,FALSE,NA,0,NA,0,5,0,"",686,246,296,0.431486880466472,TRUE,"","NULL","",4.749
76,8317027,2,0.5,FALSE,NA,1,0.52,1,14,1,"{pgr <= 2} & {age <= 53}",686,246,270,0.393586005830904,TRUE,"","NULL","",4.055
77,8317028,2,0.5,FALSE,NA,1,0.77,3,18,3,"!{size <= 35} & {er <= 44}",686,246,305,0.444606413994169,TRUE,"","NULL","",5.595
78,8317029,2,0.5,FALSE,NA,1,0.98,60,197,60,"{age <= 61} & {er <= 0}",686,246,308,0.448979591836735,TRUE,"","NULL","",7.297
79,8317030,2,0.5,FALSE,NA,1,0.98,193,800,193,"{age <= 53} & !{er <= 44}",686,246,298,0.434402332361516,TRUE,"","NULL","",12.905
80,8317031,2,0.5,FALSE,NA,0,NA,0,2,0,"",686,246,297,0.432944606413994,TRUE,"","NULL","",2.541
81,8317032,2,0.5,FALSE,NA,1,0.78,3,33,3,"{size <= 29} & {pgr <= 16}",686,246,315,0.459183673469388,TRUE,"","NULL","",5.992
82,8317033,2,0.5,FALSE,NA,1,0.76,4,27,4,"!{pgr <= 45} & !{nodes <= 5}",686,246,294,0.428571428571429,TRUE,"","NULL","",4.742
83,8317034,2,0.5,FALSE,NA,1,0.68,2,41,2,"!{grade3} & !{er <= 174}",686,246,307,0.447521865889213,TRUE,"","NULL","",5.055
84,8317035,2,0.5,FALSE,NA,1,0.66,5,35,5,"!{pgr <= 114} & {pgr <= 337}",686,246,298,0.434402332361516,TRUE,"","NULL","",4.919
85,8317036,2,0.5,FALSE,NA,1,0.68,7,43,7,"!{er <= 30} & {er <= 70}",686,246,290,0.422740524781341,TRUE,"","NULL","",5.659
86,8317037,2,0.5,FALSE,NA,1,0.74,9,79,9,"{age <= 46} & !{grade3}",686,246,307,0.447521865889213,TRUE,"","NULL","",5.753
87,8317038,2,0.5,FALSE,NA,1,0.87,9,45,9,"{nodes <= 5} & {er <= 9}",686,246,285,0.415451895043732,TRUE,"","NULL","",5.02
88,8317039,2,0.5,FALSE,NA,0,NA,0,15,0,"",686,246,289,0.421282798833819,TRUE,"","NULL","",4.632
89,8317040,2,0.5,FALSE,NA,1,0.99,39,119,39,"{age <= 46} & {size <= 25}",686,246,305,0.444606413994169,TRUE,"","NULL","",7.447
90,8317041,2,0.5,FALSE,NA,1,0.95,68,233,68,"{pgr <= 8} & !{er <= 3}",686,246,279,0.406705539358601,TRUE,"","NULL","",7.45
91,8317042,2,0.5,FALSE,NA,1,0.59,1,8,1,"!{er <= 70} & {er <= 174}",686,246,292,0.425655976676385,TRUE,"","NULL","",4.761
92,8317043,2,0.5,FALSE,NA,1,1,45,129,45,"{age <= 46} & {nodes <= 5}",686,246,308,0.448979591836735,TRUE,"","NULL","",4.529
93,8317044,2,0.5,FALSE,NA,1,0.99,20,81,20,"!{er <= 44} & {er <= 70}",686,246,318,0.463556851311953,TRUE,"","NULL","",7.043
94,8317045,2,0.5,FALSE,NA,1,0.71,6,53,6,"!{pgr <= 77} & {age <= 61}",686,246,299,0.435860058309038,TRUE,"","NULL","",5.046
95,8317046,2,0.5,FALSE,NA,1,0.92,13,71,13,"{age <= 53} & {grade3}",686,246,305,0.444606413994169,TRUE,"","NULL","",5.466
96,8317047,2,0.5,FALSE,NA,1,0.94,37,127,37,"!{pgr <= 77} & {er <= 100}",686,246,302,0.440233236151603,TRUE,"","NULL","",5.193
97,8317048,2,0.5,FALSE,NA,0,NA,0,19,0,"",686,246,286,0.416909620991254,TRUE,"","NULL","",5.752
98,8317049,2,0.5,FALSE,NA,1,0.87,3,40,3,"!{grade3} & {pgr <= 2}",686,246,304,0.443148688046647,TRUE,"","NULL","",4.923
99,8317050,2,0.5,FALSE,NA,1,0.85,20,105,20,"!{er <= 174} & !{pgr <= 45}",686,246,299,0.435860058309038,TRUE,"","NULL","",5.807
100,8317051,2,0.5,FALSE,NA,1,0.79,1,28,1,"{er <= 30} & !{er <= 17}",686,246,317,0.462099125364431,TRUE,"","NULL","",4.728
101,8317052,2,0.5,FALSE,NA,1,0.77,8,67,8,"!{age <= 61} & !{nodes <= 1}",686,246,303,0.441690962099125,TRUE,"","NULL","",6.113
102,8317053,2,0.5,FALSE,NA,1,0.72,6,50,6,"!{er <= 70} & {pgr <= 114}",686,246,272,0.396501457725948,TRUE,"","NULL","",4.906
103,8317054,2,0.5,FALSE,NA,1,0.84,26,137,26,"{nodes <= 1} & !{er <= 44}",686,246,304,0.443148688046647,TRUE,"","NULL","",6.554
104,8317055,2,0.5,FALSE,NA,0,NA,0,12,0,"",686,246,294,0.428571428571429,TRUE,"","NULL","",3.873
105,8317056,2,0.5,FALSE,NA,1,0.74,6,93,6,"{size <= 20} & {er <= 70}",686,246,303,0.441690962099125,TRUE,"","NULL","",6.915
106,8317057,2,0.5,FALSE,NA,1,0.9,6,57,6,"{pgr <= 0} & {size <= 35}",686,246,293,0.427113702623907,TRUE,"","NULL","",4.86
107,8317058,2,0.5,FALSE,NA,1,0.8,4,19,4,"{nodes <= 7} & !{nodes <= 5}",686,246,314,0.457725947521866,TRUE,"","NULL","",4.465
108,8317059,2,0.5,FALSE,NA,1,0.93,16,55,16,"!{pgr <= 77} & {er <= 70}",686,246,319,0.465014577259475,TRUE,"","NULL","",5.012
109,8317060,2,0.5,FALSE,NA,1,0.8,1,12,1,"{er <= 44} & !{pgr <= 77}",686,246,291,0.424198250728863,TRUE,"","NULL","",5.386
110,8317061,2,0.5,FALSE,NA,1,0.96,27,117,27,"{grade3} & {er <= 9}",686,246,311,0.4533527696793,TRUE,"","NULL","",6.107
111,8317062,2,0.5,FALSE,NA,1,0.75,16,66,16,"{age <= 46} & {er <= 174}",686,246,299,0.435860058309038,TRUE,"","NULL","",5.069
112,8317063,2,0.5,FALSE,NA,1,0.97,49,136,49,"!{pgr <= 77} & {meno}",686,246,292,0.425655976676385,TRUE,"","NULL","",5.682
113,8317064,2,0.5,FALSE,NA,1,0.79,37,149,37,"{nodes <= 7} & !{pgr <= 114}",686,246,288,0.419825072886297,TRUE,"","NULL","",7.56
114,8317065,2,0.5,FALSE,NA,1,0.91,29,96,29,"{pgr <= 2} & {size <= 35}",686,246,314,0.457725947521866,TRUE,"","NULL","",5.922
115,8317066,2,0.5,FALSE,NA,1,0.67,3,16,3,"!{nodes <= 7} & {er <= 30}",686,246,324,0.472303206997085,TRUE,"","NULL","",4.321
116,8317067,2,0.5,FALSE,NA,1,0.62,2,17,2,"!{meno} & {pgr <= 16}",686,246,297,0.432944606413994,TRUE,"","NULL","",4.343
117,8317068,2,0.5,FALSE,NA,1,0.93,42,117,42,"!{er <= 70} & {pgr <= 184}",686,246,298,0.434402332361516,TRUE,"","NULL","",7.306
118,8317069,2,0.5,FALSE,NA,1,0.72,16,76,16,"{meno} & !{pgr <= 45}",686,246,292,0.425655976676385,TRUE,"","NULL","",5.131
119,8317070,2,0.5,FALSE,NA,1,0.95,9,67,9,"!{meno} & {pgr <= 16}",686,246,308,0.448979591836735,TRUE,"","NULL","",5.394
120,8317071,2,0.5,FALSE,NA,0,NA,0,3,0,"",686,246,290,0.422740524781341,TRUE,"","NULL","",3.739
121,8317072,2,0.5,FALSE,NA,1,0.74,22,85,22,"{nodes <= 3} & !{pgr <= 45}",686,246,308,0.448979591836735,TRUE,"","NULL","",7.054
122,8317073,2,0.5,FALSE,NA,1,0.58,1,19,1,"!{er <= 30} & {er <= 70}",686,246,296,0.431486880466472,TRUE,"","NULL","",4.349
123,8317074,2,0.5,FALSE,NA,1,0.96,5,29,5,"!{pgr <= 77} & {pgr <= 114}",686,246,300,0.43731778425656,TRUE,"","NULL","",5.07
124,8317075,2,0.5,FALSE,NA,1,0.66,3,34,3,"!{pgr <= 114} & !{size <= 25}",686,246,296,0.431486880466472,TRUE,"","NULL","",4.437
125,8317076,2,0.5,FALSE,NA,1,0.92,13,65,13,"{size <= 35} & {pgr <= 0}",686,246,306,0.446064139941691,TRUE,"","NULL","",6.615
126,8317077,2,0.5,FALSE,NA,1,0.96,45,117,45,"{age <= 53} & {er <= 17}",686,246,301,0.438775510204082,TRUE,"","NULL","",6.14
127,8317078,2,0.5,FALSE,NA,0,NA,0,1,0,"",686,246,305,0.444606413994169,TRUE,"","NULL","",4.307
128,8317079,2,0.5,FALSE,NA,1,0.93,19,85,19,"{pgr <= 8} & !{nodes <= 3}",686,246,313,0.456268221574344,TRUE,"","NULL","",5.054
129,8317080,2,0.5,FALSE,NA,1,0.8,11,94,11,"!{size <= 25} & {er <= 70}",686,246,307,0.447521865889213,TRUE,"","NULL","",6.896
130,8317081,2,0.5,FALSE,NA,1,0.85,11,69,11,"{age <= 46} & !{er <= 3}",686,246,308,0.448979591836735,TRUE,"","NULL","",5.473
131,8317082,2,0.5,FALSE,NA,0,NA,0,6,0,"",686,246,302,0.440233236151603,TRUE,"","NULL","",4.49
132,8317083,2,0.5,FALSE,NA,1,0.79,10,43,10,"{size <= 20} & {er <= 44}",686,246,286,0.416909620991254,TRUE,"","NULL","",4.657
133,8317084,2,0.5,FALSE,NA,1,0.72,5,24,5,"{nodes <= 3} & !{pgr <= 45}",686,246,304,0.443148688046647,TRUE,"","NULL","",5.577
134,8317085,2,0.5,FALSE,NA,1,0.91,21,126,21,"{nodes <= 1} & {er <= 17}",686,246,299,0.435860058309038,TRUE,"","NULL","",6.35
135,8317086,2,0.5,FALSE,NA,1,0.82,9,67,9,"{age <= 53} & {er <= 17}",686,246,298,0.434402332361516,TRUE,"","NULL","",5.665
136,8317087,2,0.5,FALSE,NA,1,0.96,103,463,103,"!{er <= 44} & !{meno}",686,246,298,0.434402332361516,TRUE,"","NULL","",8.155
137,8317088,2,0.5,FALSE,NA,1,0.7,7,36,7,"{age <= 61} & !{nodes <= 5}",686,246,295,0.43002915451895,TRUE,"","NULL","",5.657
138,8317089,2,0.5,FALSE,NA,1,0.99,211,387,211,"{pgr <= 77} & {er <= 0}",686,246,312,0.454810495626822,TRUE,"","NULL","",9.471
139,8317090,2,0.5,FALSE,NA,1,0.78,8,57,8,"!{nodes <= 1} & {size <= 25}",686,246,300,0.43731778425656,TRUE,"","NULL","",4.966
140,8317091,2,0.5,FALSE,NA,1,0.95,3,60,3,"{er <= 100} & !{er <= 70}",686,246,302,0.440233236151603,TRUE,"","NULL","",3.799
141,8317092,2,0.5,FALSE,NA,1,0.91,27,109,27,"!{pgr <= 184} & {nodes <= 7}",686,246,297,0.432944606413994,TRUE,"","NULL","",6.732
142,8317093,2,0.5,FALSE,NA,1,0.85,10,50,10,"!{er <= 9} & {pgr <= 16}",686,246,292,0.425655976676385,TRUE,"","NULL","",4.865
143,8317094,2,0.5,FALSE,NA,1,0.78,12,49,12,"{er <= 17} & {grade3}",686,246,325,0.473760932944606,TRUE,"","NULL","",4.997
144,8317095,2,0.5,FALSE,NA,0,NA,0,13,0,"",686,246,295,0.43002915451895,TRUE,"","NULL","",4.453
145,8317096,2,0.5,FALSE,NA,1,0.94,10,50,10,"!{pgr <= 8} & {pgr <= 16}",686,246,283,0.412536443148688,TRUE,"","NULL","",5.615
146,8317097,2,0.5,FALSE,NA,1,0.96,44,189,44,"{age <= 53} & {er <= 3}",686,246,304,0.443148688046647,TRUE,"","NULL","",6.818
147,8317098,2,0.5,FALSE,NA,1,0.95,10,45,10,"{er <= 17} & !{er <= 9}",686,246,294,0.428571428571429,TRUE,"","NULL","",5.351
148,8317099,2,0.5,FALSE,NA,1,0.82,4,33,4,"!{er <= 17} & {er <= 30}",686,246,302,0.440233236151603,TRUE,"","NULL","",4.18
149,8317100,2,0.5,FALSE,NA,1,0.87,14,52,14,"!{pgr <= 184} & {meno}",686,246,306,0.446064139941691,TRUE,"","NULL","",6.123
150,8317101,2,0.5,FALSE,NA,1,0.74,5,39,5,"!{meno} & {pgr <= 16}",686,246,329,0.479591836734694,TRUE,"","NULL","",5.142
151,8317102,2,0.5,FALSE,NA,1,0.96,73,249,73,"{size <= 35} & !{pgr <= 114}",686,246,328,0.478134110787172,TRUE,"","NULL","",8.129
152,8317103,2,0.5,FALSE,NA,1,0.93,59,196,59,"{pgr <= 2} & {er <= 17}",686,246,308,0.448979591836735,TRUE,"","NULL","",5.233
153,8317104,2,0.5,FALSE,NA,1,0.83,7,77,7,"{nodes <= 3} & !{er <= 100}",686,246,289,0.421282798833819,TRUE,"","NULL","",6.846
154,8317105,2,0.5,FALSE,NA,1,0.94,17,57,17,"{nodes <= 7} & !{pgr <= 184}",686,246,304,0.443148688046647,TRUE,"","NULL","",5.181
155,8317106,2,0.5,FALSE,NA,1,0.86,5,75,5,"{er <= 17} & !{er <= 9}",686,246,306,0.446064139941691,TRUE,"","NULL","",5.691
156,8317107,2,0.5,FALSE,NA,1,0.96,5,28,5,"!{er <= 9} & {er <= 17}",686,246,304,0.443148688046647,TRUE,"","NULL","",4.221
157,8317108,2,0.5,FALSE,NA,1,0.91,39,185,39,"{nodes <= 5} & !{er <= 100}",686,246,306,0.446064139941691,TRUE,"","NULL","",8.064
158,8317109,2,0.5,FALSE,NA,0,NA,0,3,0,"",686,246,285,0.415451895043732,TRUE,"","NULL","",3.915
159,8317110,2,0.5,FALSE,NA,1,0.88,6,39,6,"{er <= 17} & !{er <= 9}",686,246,288,0.419825072886297,TRUE,"","NULL","",4.848
160,8317111,2,0.5,FALSE,NA,1,0.68,7,82,7,"{size <= 25} & !{er <= 44}",686,246,306,0.446064139941691,TRUE,"","NULL","",4.974
161,8317112,2,0.5,FALSE,NA,1,0.95,35,123,35,"{er <= 30} & !{meno}",686,246,314,0.457725947521866,TRUE,"","NULL","",7.207
162,8317113,2,0.5,FALSE,NA,1,0.87,29,125,29,"!{pgr <= 77} & {er <= 70}",686,246,294,0.428571428571429,TRUE,"","NULL","",6.368
163,8317114,2,0.5,FALSE,NA,1,0.91,20,92,20,"{er <= 70} & !{er <= 30}",686,246,305,0.444606413994169,TRUE,"","NULL","",5.614
164,8317115,2,0.5,FALSE,NA,1,0.93,23,87,23,"{pgr <= 26} & !{er <= 17}",686,246,316,0.46064139941691,TRUE,"","NULL","",4.425
165,8317116,2,0.5,FALSE,NA,1,0.89,15,105,15,"{nodes <= 3} & !{pgr <= 114}",686,246,287,0.418367346938776,TRUE,"","NULL","",6.922
166,8317117,2,0.5,FALSE,NA,1,0.9,11,37,11,"{age <= 53} & !{pgr <= 77}",686,246,312,0.454810495626822,TRUE,"","NULL","",5.133
167,8317118,2,0.5,FALSE,NA,0,NA,0,1,0,"",686,246,318,0.463556851311953,TRUE,"","NULL","",4.179
168,8317119,2,0.5,FALSE,NA,1,0.98,26,160,26,"!{size <= 20} & !{pgr <= 184}",686,246,314,0.457725947521866,TRUE,"","NULL","",6.047
169,8317120,2,0.5,FALSE,NA,1,0.59,2,17,2,"!{age <= 61} & {nodes <= 5}",686,246,287,0.418367346938776,TRUE,"","NULL","",5.288
170,8317121,2,0.5,FALSE,NA,1,0.81,5,29,5,"!{er <= 9} & {er <= 30}",686,246,304,0.443148688046647,TRUE,"","NULL","",5.095
171,8317122,2,0.5,FALSE,NA,1,0.95,62,186,62,"{pgr <= 16} & {age <= 53}",686,246,302,0.440233236151603,TRUE,"","NULL","",7.34
172,8317123,2,0.5,FALSE,NA,1,0.95,66,210,66,"!{pgr <= 8} & !{age <= 61}",686,246,288,0.419825072886297,TRUE,"","NULL","",5.629
