"sim","seed","cell","pstar","errored","error_msg","declared","max_pcons","n_rows_out_sg","n_candidates_total","n_passed","sg.def","n","n_treated","events","event_rate","settings_ok","settings_bad","effect_measure","warnings","seconds"
18,8316969,1,0.5,FALSE,NA,1,0.73,1,16,1,"{size <= 20} & {nodes <= 1}",686,246,291,0.424198250728863,TRUE,"","NULL","",4.623
19,8316970,1,0.5,FALSE,NA,1,0.88,24,114,24,"{nodes <= 3} & !{pgr <= 77}",686,246,317,0.462099125364431,TRUE,"","NULL","",6.168
20,8316971,1,0.5,FALSE,NA,1,0.81,13,78,13,"!{er <= 44} & {pgr <= 114}",686,246,315,0.459183673469388,TRUE,"","NULL","",4.761
21,8316972,1,0.5,FALSE,NA,1,0.91,14,99,14,"!{pgr <= 16} & {er <= 17}",686,246,327,0.47667638483965,TRUE,"","NULL","",7.035
22,8316973,1,0.5,FALSE,NA,1,0.89,11,64,11,"{age <= 46} & !{er <= 9}",686,246,298,0.434402332361516,TRUE,"","NULL","",5.639
23,8316974,1,0.5,FALSE,NA,1,0.55,1,27,1,"{grade3} & !{meno}",686,246,324,0.472303206997085,TRUE,"","NULL","",4.866
24,8316975,1,0.5,FALSE,NA,1,0.76,14,57,14,"!{nodes <= 3} & !{meno}",686,246,277,0.403790087463557,TRUE,"","NULL","",4.62
25,8316976,1,0.5,FALSE,NA,1,0.88,17,66,17,"{size <= 35} & !{pgr <= 184}",686,246,283,0.412536443148688,TRUE,"","NULL","",5.683
26,8316977,1,0.5,FALSE,NA,1,0.94,14,92,14,"{er <= 3} & {nodes <= 7}",686,246,306,0.446064139941691,TRUE,"","NULL","",5.909
27,8316978,1,0.5,FALSE,NA,1,0.68,9,87,9,"{age <= 46} & !{nodes <= 1}",686,246,310,0.451895043731778,TRUE,"","NULL","",5.473
28,8316979,1,0.5,FALSE,NA,1,0.98,112,358,112,"{pgr <= 2} & {nodes <= 5}",686,246,330,0.481049562682216,TRUE,"","NULL","",7.761
29,8316980,1,0.5,FALSE,NA,1,0.88,5,31,5,"{nodes <= 7} & {pgr <= 0}",686,246,293,0.427113702623907,TRUE,"","NULL","",5.601
30,8316981,1,0.5,FALSE,NA,1,0.76,8,46,8,"{er <= 44} & !{pgr <= 16}",686,246,304,0.443148688046647,TRUE,"","NULL","",5.352
31,8316982,1,0.5,FALSE,NA,0,NA,0,1,0,"",686,246,322,0.469387755102041,TRUE,"","NULL","",4.521
32,8316983,1,0.5,FALSE,NA,1,0.8,24,169,24,"{nodes <= 1} & {size <= 35}",686,246,291,0.424198250728863,TRUE,"","NULL","",6.561
33,8316984,1,0.5,FALSE,NA,1,0.9,5,36,5,"{pgr <= 2} & !{nodes <= 1}",686,246,295,0.43002915451895,TRUE,"","NULL","",5.744
34,8316985,1,0.5,FALSE,NA,1,0.68,4,54,4,"{nodes <= 1} & !{size <= 20}",686,246,325,0.473760932944606,TRUE,"","NULL","",5.322
35,8316986,1,0.5,FALSE,NA,1,0.95,53,213,53,"{er <= 17} & !{er <= 9}",686,246,302,0.440233236151603,TRUE,"","NULL","",7.391
36,8316987,1,0.5,FALSE,NA,1,1,37,154,37,"!{er <= 30} & {pgr <= 45}",686,246,286,0.416909620991254,TRUE,"","NULL","",5.384
37,8316988,1,0.5,FALSE,NA,1,1,49,179,49,"{er <= 70} & {pgr <= 0}",686,246,304,0.443148688046647,TRUE,"","NULL","",7.927
38,8316989,1,0.5,FALSE,NA,1,0.73,5,60,5,"!{pgr <= 77} & {pgr <= 184}",686,246,310,0.451895043731778,TRUE,"","NULL","",5.004
39,8316990,1,0.5,FALSE,NA,1,0.99,167,412,167,"{nodes <= 1} & !{pgr <= 16}",686,246,289,0.421282798833819,TRUE,"","NULL","",9.006
40,8316991,1,0.5,FALSE,NA,1,0.65,2,27,2,"!{pgr <= 114} & !{nodes <= 1}",686,246,293,0.427113702623907,TRUE,"","NULL","",3.382
41,8316992,1,0.5,FALSE,NA,1,0.85,11,79,11,"{size <= 25} & {er <= 17}",686,246,315,0.459183673469388,TRUE,"","NULL","",6.802
42,8316993,1,0.5,FALSE,NA,1,0.93,7,56,7,"{nodes <= 5} & !{nodes <= 3}",686,246,282,0.411078717201166,TRUE,"","NULL","",5.377
43,8316994,1,0.5,FALSE,NA,1,0.72,2,23,2,"!{er <= 174} & {nodes <= 7}",686,246,274,0.399416909620991,TRUE,"","NULL","",4.962
44,8316995,1,0.5,FALSE,NA,1,0.91,23,92,23,"{nodes <= 1} & {pgr <= 45}",686,246,289,0.421282798833819,TRUE,"","NULL","",5.047
45,8316996,1,0.5,FALSE,NA,0,NA,0,4,0,"",686,246,312,0.454810495626822,TRUE,"","NULL","",5.411
46,8316997,1,0.5,FALSE,NA,1,0.65,1,14,1,"!{nodes <= 3} & !{age <= 61}",686,246,313,0.456268221574344,TRUE,"","NULL","",4.907
47,8316998,1,0.5,FALSE,NA,1,0.58,2,10,2,"{pgr <= 2} & {nodes <= 5}",686,246,296,0.431486880466472,TRUE,"","NULL","",4.554
48,8316999,1,0.5,FALSE,NA,0,NA,0,9,0,"",686,246,279,0.406705539358601,TRUE,"","NULL","",4.287
49,8317000,1,0.5,FALSE,NA,1,0.72,2,63,2,"{nodes <= 5} & {pgr <= 2}",686,246,332,0.483965014577259,TRUE,"","NULL","",6.493
50,8317001,1,0.5,FALSE,NA,1,0.64,2,32,2,"{size <= 25} & {pgr <= 26}",686,246,292,0.425655976676385,TRUE,"","NULL","",5.115
51,8317002,1,0.5,FALSE,NA,1,0.84,8,31,8,"{nodes <= 5} & {er <= 9}",686,246,297,0.432944606413994,TRUE,"","NULL","",4.784
52,8317003,1,0.5,FALSE,NA,1,0.8,2,20,2,"!{pgr <= 16} & !{nodes <= 7}",686,246,310,0.451895043731778,TRUE,"","NULL","",4.882
53,8317004,1,0.5,FALSE,NA,1,0.88,29,127,29,"!{age <= 53} & !{er <= 174}",686,246,320,0.466472303206997,TRUE,"","NULL","",7.16
54,8317005,1,0.5,FALSE,NA,1,0.78,2,12,2,"{pgr <= 26} & !{pgr <= 16}",686,246,296,0.431486880466472,TRUE,"","NULL","",4.719
55,8317006,1,0.5,FALSE,NA,1,0.57,1,3,1,"!{er <= 30} & {er <= 70}",686,246,309,0.450437317784257,TRUE,"","NULL","",4.564
56,8317007,1,0.5,FALSE,NA,1,0.8,14,94,14,"{nodes <= 3} & !{pgr <= 45}",686,246,302,0.440233236151603,TRUE,"","NULL","",5.483
57,8317008,1,0.5,FALSE,NA,1,0.93,50,221,50,"!{pgr <= 184} & {nodes <= 7}",686,246,284,0.41399416909621,TRUE,"","NULL","",8.611
58,8317009,1,0.5,FALSE,NA,1,0.61,11,53,11,"!{size <= 29} & {pgr <= 77}",686,246,312,0.454810495626822,TRUE,"","NULL","",5.103
59,8317010,1,0.5,FALSE,NA,1,0.94,14,37,14,"{age <= 46} & {er <= 17}",686,246,308,0.448979591836735,TRUE,"","NULL","",4.815
60,8317011,1,0.5,FALSE,NA,1,0.95,54,154,54,"{age <= 46} & {er <= 30}",686,246,300,0.43731778425656,TRUE,"","NULL","",5.268
61,8317012,1,0.5,FALSE,NA,1,0.96,97,287,97,"{nodes <= 3} & {pgr <= 8}",686,246,300,0.43731778425656,TRUE,"","NULL","",9.056
62,8317013,1,0.5,FALSE,NA,1,0.99,20,84,20,"{er <= 17} & !{er <= 9}",686,246,291,0.424198250728863,TRUE,"","NULL","",5.51
63,8317014,1,0.5,FALSE,NA,1,0.98,206,484,206,"!{pgr <= 77} & !{nodes <= 3}",686,246,293,0.427113702623907,TRUE,"","NULL","",9.36
64,8317015,1,0.5,FALSE,NA,1,0.88,26,91,26,"!{pgr <= 114} & {er <= 294}",686,246,306,0.446064139941691,TRUE,"","NULL","",3.449
65,8317016,1,0.5,FALSE,NA,1,0.91,17,85,17,"!{age <= 61} & !{size <= 25}",686,246,286,0.416909620991254,TRUE,"","NULL","",6.608
66,8317017,1,0.5,FALSE,NA,0,NA,0,9,0,"",686,246,287,0.418367346938776,TRUE,"","NULL","",4.258
67,8317018,1,0.5,FALSE,NA,1,0.85,5,32,5,"{nodes <= 7} & {er <= 0}",686,246,305,0.444606413994169,TRUE,"","NULL","",4.907
68,8317019,1,0.5,FALSE,NA,1,0.84,14,60,14,"{age <= 61} & !{age <= 53}",686,246,299,0.435860058309038,TRUE,"","NULL","",4.949
69,8317020,1,0.5,FALSE,NA,0,NA,0,2,0,"",686,246,291,0.424198250728863,TRUE,"","NULL","",4.856
70,8317021,1,0.5,FALSE,NA,1,0.98,32,116,32,"!{age <= 61} & !{er <= 174}",686,246,318,0.463556851311953,TRUE,"","NULL","",6.086
71,8317022,1,0.5,FALSE,NA,1,0.84,11,41,11,"{size <= 20} & !{er <= 3}",686,246,291,0.424198250728863,TRUE,"","NULL","",4.981
72,8317023,1,0.5,FALSE,NA,1,0.87,31,144,31,"{nodes <= 3} & !{pgr <= 77}",686,246,289,0.421282798833819,TRUE,"","NULL","",5.765
73,8317024,1,0.5,FALSE,NA,1,0.74,8,27,8,"!{size <= 25} & !{pgr <= 26}",686,246,299,0.435860058309038,TRUE,"","NULL","",5.99
74,8317025,1,0.5,FALSE,NA,1,0.98,37,106,37,"{pgr <= 2} & !{grade3}",686,246,296,0.431486880466472,TRUE,"","NULL","",5.773
75,8317026,1,0.5,FALSE,NA,1,0.75,16,50,16,"!{pgr <= 184} & !{grade3}",686,246,326,0.475218658892128,TRUE,"","NULL","",5.048
76,8317027,1,0.5,FALSE,NA,1,0.98,139,318,139,"{er <= 44} & !{pgr <= 77}",686,246,301,0.438775510204082,TRUE,"","NULL","",7.335
77,8317028,1,0.5,FALSE,NA,1,0.6,4,34,4,"!{pgr <= 77} & {er <= 70}",686,246,257,0.37463556851312,TRUE,"","NULL","",5.787
78,8317029,1,0.5,FALSE,NA,1,0.56,2,10,2,"{size <= 20} & {er <= 30}",686,246,280,0.408163265306122,TRUE,"","NULL","",4.769
79,8317030,1,0.5,FALSE,NA,1,0.91,3,25,3,"{nodes <= 1} & {size <= 25}",686,246,295,0.43002915451895,TRUE,"","NULL","",4.731
80,8317031,1,0.5,FALSE,NA,1,0.98,53,167,53,"!{age <= 53} & {er <= 17}",686,246,295,0.43002915451895,TRUE,"","NULL","",6.404
81,8317032,1,0.5,FALSE,NA,1,0.95,31,86,31,"{age <= 46} & !{pgr <= 16}",686,246,309,0.450437317784257,TRUE,"","NULL","",6.605
82,8317033,1,0.5,FALSE,NA,1,0.99,53,196,53,"{age <= 46} & !{er <= 30}",686,246,316,0.46064139941691,TRUE,"","NULL","",7.028
83,8317034,1,0.5,FALSE,NA,1,0.9,25,87,25,"{pgr <= 2} & {age <= 61}",686,246,323,0.470845481049563,TRUE,"","NULL","",5.495
84,8317035,1,0.5,FALSE,NA,1,0.99,64,285,64,"!{size <= 35} & {er <= 100}",686,246,305,0.444606413994169,TRUE,"","NULL","",6.4
85,8317036,1,0.5,FALSE,NA,1,0.71,7,29,7,"{age <= 46} & {nodes <= 3}",686,246,325,0.473760932944606,TRUE,"","NULL","",5.786
86,8317037,1,0.5,FALSE,NA,1,0.95,43,182,43,"!{age <= 61} & !{pgr <= 0}",686,246,301,0.438775510204082,TRUE,"","NULL","",6.799
87,8317038,1,0.5,FALSE,NA,1,0.88,30,171,30,"!{pgr <= 77} & {pgr <= 184}",686,246,300,0.43731778425656,TRUE,"","NULL","",6.685
88,8317039,1,0.5,FALSE,NA,1,0.88,10,49,10,"{nodes <= 3} & !{size <= 29}",686,246,316,0.46064139941691,TRUE,"","NULL","",4.019
89,8317040,1,0.5,FALSE,NA,1,0.86,8,42,8,"!{pgr <= 114} & !{er <= 70}",686,246,296,0.431486880466472,TRUE,"","NULL","",5.786
90,8317041,1,0.5,FALSE,NA,1,0.79,9,46,9,"{grade3} & !{pgr <= 2}",686,246,288,0.419825072886297,TRUE,"","NULL","",5.023
91,8317042,1,0.5,FALSE,NA,1,0.94,21,99,21,"!{pgr <= 77} & !{size <= 20}",686,246,288,0.419825072886297,TRUE,"","NULL","",5.749
92,8317043,1,0.5,FALSE,NA,1,0.91,34,140,34,"{nodes <= 3} & {er <= 70}",686,246,310,0.451895043731778,TRUE,"","NULL","",5.876
93,8317044,1,0.5,FALSE,NA,1,0.85,62,278,62,"{size <= 29} & !{meno}",686,246,291,0.424198250728863,TRUE,"","NULL","",9.36
94,8317045,1,0.5,FALSE,NA,1,0.87,9,56,9,"{nodes <= 1} & !{er <= 0}",686,246,280,0.408163265306122,TRUE,"","NULL","",5.151
95,8317046,1,0.5,FALSE,NA,1,0.82,18,136,18,"{size <= 25} & !{pgr <= 16}",686,246,312,0.454810495626822,TRUE,"","NULL","",6.153
96,8317047,1,0.5,FALSE,NA,1,0.97,72,191,72,"!{meno} & !{pgr <= 77}",686,246,294,0.428571428571429,TRUE,"","NULL","",5.087
97,8317048,1,0.5,FALSE,NA,0,NA,0,2,0,"",686,246,315,0.459183673469388,TRUE,"","NULL","",5.341
98,8317049,1,0.5,FALSE,NA,1,0.86,9,47,9,"{pgr <= 2} & {size <= 29}",686,246,304,0.443148688046647,TRUE,"","NULL","",5.36
99,8317050,1,0.5,FALSE,NA,1,0.85,18,94,18,"!{er <= 70} & !{pgr <= 114}",686,246,309,0.450437317784257,TRUE,"","NULL","",5.771
100,8317051,1,0.5,FALSE,NA,1,0.99,36,197,36,"{nodes <= 1} & {pgr <= 16}",686,246,308,0.448979591836735,TRUE,"","NULL","",6.246
101,8317052,1,0.5,FALSE,NA,1,0.8,14,76,14,"{grade3} & {er <= 70}",686,246,274,0.399416909620991,TRUE,"","NULL","",6.426
102,8317053,1,0.5,FALSE,NA,1,0.96,27,117,27,"{pgr <= 8} & {size <= 29}",686,246,313,0.456268221574344,TRUE,"","NULL","",6.121
103,8317054,1,0.5,FALSE,NA,1,0.99,29,147,29,"{er <= 3} & !{pgr <= 0}",686,246,272,0.396501457725948,TRUE,"","NULL","",6.108
104,8317055,1,0.5,FALSE,NA,1,0.95,129,419,129,"{grade3} & !{pgr <= 2}",686,246,315,0.459183673469388,TRUE,"","NULL","",7.459
105,8317056,1,0.5,FALSE,NA,1,0.93,94,235,94,"!{nodes <= 1} & {er <= 3}",686,246,300,0.43731778425656,TRUE,"","NULL","",8.609
106,8317057,1,0.5,FALSE,NA,1,0.95,21,66,21,"{er <= 44} & !{er <= 9}",686,246,310,0.451895043731778,TRUE,"","NULL","",5.143
107,8317058,1,0.5,FALSE,NA,1,0.98,22,49,22,"!{size <= 35} & {nodes <= 5}",686,246,313,0.456268221574344,TRUE,"","NULL","",5.257
108,8317059,1,0.5,FALSE,NA,1,0.77,6,38,6,"{nodes <= 3} & !{er <= 70}",686,246,289,0.421282798833819,TRUE,"","NULL","",3.945
109,8317060,1,0.5,FALSE,NA,1,0.98,62,228,62,"!{er <= 44} & {er <= 100}",686,246,288,0.419825072886297,TRUE,"","NULL","",8.545
110,8317061,1,0.5,FALSE,NA,1,0.95,45,118,45,"{age <= 46} & !{nodes <= 3}",686,246,297,0.432944606413994,TRUE,"","NULL","",5.899
111,8317062,1,0.5,FALSE,NA,1,0.84,19,68,19,"{pgr <= 8} & !{size <= 20}",686,246,299,0.435860058309038,TRUE,"","NULL","",5.151
112,8317063,1,0.5,FALSE,NA,1,0.93,40,132,40,"{er <= 17} & !{pgr <= 16}",686,246,318,0.463556851311953,TRUE,"","NULL","",4.607
113,8317064,1,0.5,FALSE,NA,1,0.98,25,127,25,"!{pgr <= 45} & !{size <= 35}",686,246,302,0.440233236151603,TRUE,"","NULL","",7.828
114,8317065,1,0.5,FALSE,NA,1,0.98,115,417,115,"{size <= 29} & !{er <= 100}",686,246,272,0.396501457725948,TRUE,"","NULL","",9.39
115,8317066,1,0.5,FALSE,NA,0,NA,0,8,0,"",686,246,304,0.443148688046647,TRUE,"","NULL","",4.302
116,8317067,1,0.5,FALSE,NA,1,0.58,1,39,1,"!{pgr <= 0} & {er <= 3}",686,246,304,0.443148688046647,TRUE,"","NULL","",3.553
117,8317068,1,0.5,FALSE,NA,1,0.84,14,55,14,"!{age <= 61} & {size <= 29}",686,246,303,0.441690962099125,TRUE,"","NULL","",6.192
118,8317069,1,0.5,FALSE,NA,1,0.92,27,81,27,"{grade3} & !{size <= 20}",686,246,311,0.4533527696793,TRUE,"","NULL","",5.403
119,8317070,1,0.5,FALSE,NA,0,NA,0,24,0,"",686,246,296,0.431486880466472,TRUE,"","NULL","",4.546
120,8317071,1,0.5,FALSE,NA,1,0.88,11,57,11,"!{nodes <= 1} & !{er <= 100}",686,246,282,0.411078717201166,TRUE,"","NULL","",4.802
121,8317072,1,0.5,FALSE,NA,0,NA,0,14,0,"",686,246,299,0.435860058309038,TRUE,"","NULL","",5.126
122,8317073,1,0.5,FALSE,NA,1,0.81,8,77,8,"{age <= 46} & {pgr <= 114}",686,246,315,0.459183673469388,TRUE,"","NULL","",5.463
123,8317074,1,0.5,FALSE,NA,1,0.96,114,261,114,"!{pgr <= 45} & {size <= 20}",686,246,302,0.440233236151603,TRUE,"","NULL","",7.594
124,8317075,1,0.5,FALSE,NA,1,0.94,43,128,43,"!{er <= 174} & {meno}",686,246,290,0.422740524781341,TRUE,"","NULL","",4.969
125,8317076,1,0.5,FALSE,NA,1,0.91,8,44,8,"{age <= 46} & {pgr <= 77}",686,246,283,0.412536443148688,TRUE,"","NULL","",5.84
126,8317077,1,0.5,FALSE,NA,1,0.96,39,106,39,"!{nodes <= 7} & {er <= 100}",686,246,309,0.450437317784257,TRUE,"","NULL","",6.061
127,8317078,1,0.5,FALSE,NA,0,NA,0,16,0,"",686,246,300,0.43731778425656,TRUE,"","NULL","",4.343
128,8317079,1,0.5,FALSE,NA,1,0.92,17,84,17,"!{pgr <= 26} & !{nodes <= 5}",686,246,297,0.432944606413994,TRUE,"","NULL","",5.242
129,8317080,1,0.5,FALSE,NA,1,0.77,6,83,6,"{nodes <= 1} & !{pgr <= 8}",686,246,293,0.427113702623907,TRUE,"","NULL","Loglik converged before variable  1 ; coefficient may be infinite. ",6.625
130,8317081,1,0.5,FALSE,NA,1,1,161,300,161,"!{pgr <= 114} & {age <= 61}",686,246,295,0.43002915451895,TRUE,"","NULL","",8.105
131,8317082,1,0.5,FALSE,NA,1,0.94,22,98,22,"{pgr <= 26} & !{pgr <= 8}",686,246,268,0.39067055393586,TRUE,"","NULL","",5.35
132,8317083,1,0.5,FALSE,NA,1,0.57,4,38,4,"{age <= 46} & {pgr <= 45}",686,246,276,0.402332361516035,TRUE,"","NULL","",3.543
133,8317084,1,0.5,FALSE,NA,1,0.91,10,50,10,"!{pgr <= 184}",686,246,283,0.412536443148688,TRUE,"","NULL","",6.111
134,8317085,1,0.5,FALSE,NA,1,0.77,10,90,10,"{age <= 53} & !{nodes <= 3}",686,246,292,0.425655976676385,TRUE,"","NULL","",5.609
135,8317086,1,0.5,FALSE,NA,1,0.62,1,16,1,"{nodes <= 5} & {er <= 3}",686,246,315,0.459183673469388,TRUE,"","NULL","",4.757
136,8317087,1,0.5,FALSE,NA,1,0.82,7,67,7,"!{pgr <= 114} & {er <= 174}",686,246,304,0.443148688046647,TRUE,"","NULL","",5.011
137,8317088,1,0.5,FALSE,NA,1,0.7,1,6,1,"{nodes <= 1} & {er <= 17}",686,246,280,0.408163265306122,TRUE,"","NULL","",5.29
138,8317089,1,0.5,FALSE,NA,1,0.91,5,32,5,"!{er <= 30} & !{size <= 35}",686,246,283,0.412536443148688,TRUE,"","NULL","",4.943
139,8317090,1,0.5,FALSE,NA,1,0.86,8,37,8,"!{age <= 61} & !{pgr <= 8}",686,246,289,0.421282798833819,TRUE,"","NULL","",4.832
140,8317091,1,0.5,FALSE,NA,1,0.91,39,172,39,"!{pgr <= 184} & !{er <= 17}",686,246,291,0.424198250728863,TRUE,"","NULL","",6.339
141,8317092,1,0.5,FALSE,NA,1,0.79,11,73,11,"{er <= 70} & !{pgr <= 77}",686,246,313,0.456268221574344,TRUE,"","NULL","",6.36
142,8317093,1,0.5,FALSE,NA,1,0.98,22,93,22,"{age <= 61} & {pgr <= 0}",686,246,316,0.46064139941691,TRUE,"","NULL","",5.656
143,8317094,1,0.5,FALSE,NA,1,0.88,12,46,12,"!{pgr <= 184} & !{age <= 46}",686,246,303,0.441690962099125,TRUE,"","NULL","",5.002
144,8317095,1,0.5,FALSE,NA,1,0.87,13,36,13,"!{nodes <= 7} & !{size <= 20}",686,246,302,0.440233236151603,TRUE,"","NULL","",4.374
145,8317096,1,0.5,FALSE,NA,1,0.66,1,6,1,"{age <= 46} & {size <= 25}",686,246,321,0.467930029154519,TRUE,"","NULL","",5.4
146,8317097,1,0.5,FALSE,NA,1,0.75,10,55,10,"!{pgr <= 184}",686,246,288,0.419825072886297,TRUE,"","NULL","",5.668
147,8317098,1,0.5,FALSE,NA,1,0.96,27,105,27,"!{er <= 294}",686,246,294,0.428571428571429,TRUE,"","NULL","",6.094
148,8317099,1,0.5,FALSE,NA,1,0.96,18,58,18,"{nodes <= 5} & {pgr <= 2}",686,246,309,0.450437317784257,TRUE,"","NULL","",4.68
149,8317100,1,0.5,FALSE,NA,1,0.82,39,162,39,"!{grade3} & !{er <= 174}",686,246,318,0.463556851311953,TRUE,"","NULL","",8.06
150,8317101,1,0.5,FALSE,NA,1,0.93,11,59,11,"{age <= 46} & {pgr <= 45}",686,246,304,0.443148688046647,TRUE,"","NULL","",5.372
151,8317102,1,0.5,FALSE,NA,1,0.96,77,208,77,"!{pgr <= 77} & !{er <= 44}",686,246,276,0.402332361516035,TRUE,"","NULL","",7.112
152,8317103,1,0.5,FALSE,NA,1,0.87,29,125,29,"!{pgr <= 114} & {er <= 294}",686,246,292,0.425655976676385,TRUE,"","NULL","",4.413
153,8317104,1,0.5,FALSE,NA,1,0.79,17,84,17,"!{pgr <= 77} & {pgr <= 184}",686,246,306,0.446064139941691,TRUE,"","NULL","",6.59
154,8317105,1,0.5,FALSE,NA,1,0.83,12,52,12,"{nodes <= 3} & {pgr <= 8}",686,246,291,0.424198250728863,TRUE,"","NULL","",5.151
155,8317106,1,0.5,FALSE,NA,1,0.96,28,128,28,"!{nodes <= 3} & {nodes <= 5}",686,246,299,0.435860058309038,TRUE,"","NULL","",6.229
156,8317107,1,0.5,FALSE,NA,1,0.81,3,21,3,"{nodes <= 1} & {size <= 29}",686,246,292,0.425655976676385,TRUE,"","NULL","",3.771
157,8317108,1,0.5,FALSE,NA,1,0.91,64,233,64,"!{pgr <= 114} & !{age <= 46}",686,246,301,0.438775510204082,TRUE,"","NULL","",8.756
158,8317109,1,0.5,FALSE,NA,0,NA,0,13,0,"",686,246,309,0.450437317784257,TRUE,"","NULL","",4.878
159,8317110,1,0.5,FALSE,NA,1,0.61,2,44,2,"!{age <= 61} & !{pgr <= 77}",686,246,304,0.443148688046647,TRUE,"","NULL","",5.005
160,8317111,1,0.5,FALSE,NA,1,0.98,27,139,27,"!{age <= 53} & !{size <= 35}",686,246,310,0.451895043731778,TRUE,"","NULL","",5.122
161,8317112,1,0.5,FALSE,NA,1,0.65,1,3,1,"!{pgr <= 114} & {pgr <= 184}",686,246,295,0.43002915451895,TRUE,"","NULL","",4.975
162,8317113,1,0.5,FALSE,NA,1,0.93,25,99,25,"{size <= 25} & {grade3}",686,246,284,0.41399416909621,TRUE,"","NULL","",5.983
163,8317114,1,0.5,FALSE,NA,1,0.63,3,57,3,"!{size <= 25} & !{er <= 100}",686,246,306,0.446064139941691,TRUE,"","NULL","",5.434
164,8317115,1,0.5,FALSE,NA,1,0.72,3,29,3,"!{er <= 70} & {size <= 25}",686,246,285,0.415451895043732,TRUE,"","NULL","",4.407
165,8317116,1,0.5,FALSE,NA,1,0.99,21,75,21,"!{pgr <= 26} & !{nodes <= 5}",686,246,309,0.450437317784257,TRUE,"","NULL","",6.497
166,8317117,1,0.5,FALSE,NA,1,0.99,124,373,124,"{er <= 9} & {size <= 29}",686,246,299,0.435860058309038,TRUE,"","NULL","",9.48
167,8317118,1,0.5,FALSE,NA,1,0.79,8,48,8,"{size <= 20} & {age <= 53}",686,246,279,0.406705539358601,TRUE,"","NULL","",4.676
168,8317119,1,0.5,FALSE,NA,0,NA,0,4,0,"",686,246,272,0.396501457725948,TRUE,"","NULL","",3.348
169,8317120,1,0.5,FALSE,NA,1,0.94,22,129,22,"!{pgr <= 184} & !{age <= 46}",686,246,314,0.457725947521866,TRUE,"","NULL","",7.181
170,8317121,1,0.5,FALSE,NA,1,0.93,25,86,25,"{age <= 53} & !{pgr <= 77}",686,246,304,0.443148688046647,TRUE,"","NULL","",5.529
171,8317122,1,0.5,FALSE,NA,1,0.71,4,60,4,"{er <= 294} & !{er <= 100}",686,246,315,0.459183673469388,TRUE,"","NULL","",5.215
172,8317123,1,0.5,FALSE,NA,1,0.94,15,65,15,"{nodes <= 5} & !{size <= 35}",686,246,307,0.447521865889213,TRUE,"","NULL","",4.69
